CC,66159,1045,-.3986,1.33695317793855,-4.63,5
CC,93445,1394,.0065,.00494974746830583,4.11,2
CC,152066,1045,-.432,1.43259833868395,-3.64,2
CC,158888,396,.102285714285714,.757802022141605,-3.87,7
CC,187646,396,.074,.0551543289325507,-.79,2
CC,229482,396,-.177666666666667,1.29354641715453,-3.3,3
CC,238843,750,.169333333333333,.0435009578438605,-2.68,3
CC,238845,750,.125333333333333,.0321455025366432,-2.08,3
CC,238846,750,.187333333333333,.0478574271491201,-2.88,3
CC,238859,750,.109333333333333,.0277908857961263,-1.8,3
CC,238861,750,.208666666666667,.0537152988759565,-3.1,3
CC,238873,750,.106666666666667,.0274286954362276,-1.76,3
CC,238874,750,.261,.066573267908373,-3.54,3
CC,238875,750,.223666666666667,.0572916515151495,-3.24,3
CC,238876,750,.207333333333333,.0531444572211753,-3.09,3
CC,238878,750,.143666666666667,.0370720020140986,-2.35,3
CC,238890,750,.161,.0412189276910499,-2.58,3
CC,238891,750,.119,.0306431068920891,-1.98,3
CC,238892,750,.143333333333333,.0365011415346607,-2.35,3
CC,238895,750,.123333333333333,.0312143129562919,-2.04,3
CC,251612,2395,.169,.0429301758673314,-2.68,3
CC,258497,1045,-.24425,1.56468045193473,-3.18,4
CC,258502,1045,-.1239,1.1545716329252,-4.82,10
CC,258505,1045,.499,.0646900301437556,-3.15,6
CC,258509,1045,.384, ,-2.46,1
CC,258979,2407,.0903333333333333,.0232880512996114,-1.42,3
CC,258980,2407,.143333333333333,.0365011415346607,-2.35,3
CC,258981,2407,.091,.0236431808350738,-1.44,3
CC,258982,2407,.207333333333333,.0531444572211753,-3.09,3
CC,258983,2407,.155666666666667,.0397156560229506,-2.51,3
CC,258984,2407,.0516666666666667,.0134288247189891,-.32,3
CC,258985,2407,-.244666666666667,1.15139321403825,-4.81,3
CC,258986,2407,.127666666666667,.0327159492195066,-2.11,3
CC,258988,2407,.168,.0429301758673314,-2.67,3
CC,258989,2407,.108666666666667,.0274286954362276,-1.79,3
CC,258990,2407,-.067125,.808263471453284,-2.9,8
CC,258991,2407,.198,.0508625599041181,-2.99,3
CC,258992,2407,.217666666666667,.0554286327932896,-3.18,3
CC,258993,2407,.143333333333333,.0365011415346607,-2.35,3
CC,258996,2407,.128,.0332866339541865,-2.12,3
CC,258997,2407,.0783333333333333,.0198578280114753,-1.13,3
CC,258999,2407,.091,.0236431808350738,-1.44,3
CC,259000,2407,.150666666666667,.0387857362097632,-2.45,3
